status,split,current_domain,category,target_capability,mapping_reason,source,source_split,record_id,template_id,hard_reject_reasons,provenance_warnings,prompt,response
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-rev-652,50a954c844c8b4b9a7f8f0a9d761496f81be12a1b2ed581f62e6721d8815bf8e,,synthetic_template_source,Reverse this word: raccoon,nooccar.
candidate_with_provenance,train,factual_explanation,definitions,factual_explanation,category_map,nueronce-synthetic-template-v1,train,def-49,338854e3d993fa70ef1f2dacd9ce46aa8420b03daf1e5a2ccba7601d13385f30,,synthetic_template_source,Define silent.,Silent means making or accompanied by no sound.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_conflict,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04206,7a7c186402c7de84ec40a357085ce5af6bd567bc089849a48583d593fee03a83,,,"Is Permit R valid on Sunday?

Trusted evidence:
[docA] Permit R is valid on Sunday for case 41.
[docB] Permit R is not valid on Sunday for case 41.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit R is valid on Sunday for case 41."
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-77,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,,synthetic_template_source,What is the value of 6 + 4 in Python?,The value is 10.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-197,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,,synthetic_template_source,What is the value of 13 - 1 in Python?,The value is 12.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-spell-440,8bccb998b49ff0b7279422db6c60c497bf8f459900727f9481009aee681c6762,,synthetic_template_source,Spell the word ladder.,l a d d e r.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03910,ea3dad22a79c93cdf5bf554bb2646f6b22c2bcbfe51f7574133300f0b1dd4ba0,,,"Where does Policy S-318 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy S-318 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy S-318 permits bicycle parking only in marked racks.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02293,0d006cd8a61410b464821c49c98842c869645b3f6cf2c4c5aae40221f09713a8,,,"How can researchers access the museum map archive case 48?

Trusted evidence:
[decisive:museum] The museum map archive case 48 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Researchers can access the museum map archive case 48 by appointment only.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-last-67,6ba30b55a3d9d3ebf2e8995bbc70f24de1ea02ff3de85713a829a83893a79a21,,synthetic_template_source,What is the last letter of the word desert?,The last letter of desert is T.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_insufficient,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04590,52d1a30130064b7aa5ab44b9f3d04bd085005159405ff0e9796c9883a9e9c6db,,,"What is the access code for Gate Cedar in case 118?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Gate Cedar in case 118.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-63,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,,synthetic_template_source,What is the value of 5 + 4 in Python?,The value is 9.
candidate_with_provenance,train,planning_tools,rewriting,rewriting,category_map,nueronce-synthetic-template-v1,test,rewrite-simple-97,96d12adb688b5efbdd481fe86a2ca46dfec74e3377a08d123e54f3d099e2bb0c,,synthetic_template_source|resplit_from_original_source,Simplify this sentence: This plan could use a bit more detail.,In simple terms: This plan could use a bit more detail.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02659,1ff78779da3055fb6a0a1bfa87a16ecb1ad478226253923e957c96f475825805,,,"How can researchers access the museum photo archive case 109?

Trusted evidence:
[decisive:museum] The museum photo archive case 109 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.
[distractor:2] The west elevator is under inspection.

Response requirements:
Use decisive evidence only.",Researchers can access the museum photo archive case 109 by appointment only.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_conflict,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04681,1646f9ef4444aaa47e5f4852444c850916eb043a3a0306191b4bfbee3cd2e7a6,,,"Is Permit Q valid on Sunday?

Trusted evidence:
[docA] Permit Q is valid on Sunday for case 136.
[docB] Permit Q is not valid on Sunday for case 136.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit Q is valid on Sunday for case 136."
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-last-501,25b6e60e9b5ced458a04b3ad6fb64023b23fec4cab9834c8cd0270fe317715f4,,synthetic_template_source,What is the last letter of the word biscuit?,The last letter of biscuit is T.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_insufficient,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04645,0d9526c50b8faf700449021414daf99aac0707db9b9994a9d41255be81c7d68b,,,"What is the access code for Vault Iris in case 129?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Vault Iris in case 129.
candidate_with_provenance,train,evidence_uncertainty,uncertainty,uncertainty_abstention,category_map,nueronce-synthetic-template-v1,train,uncertain-55,f78e71c9e349f46af632f57ec8adc6df6a5750ed1525ee39da355e5fdc438a8e,,synthetic_template_source,What time is it in Santiago?,I do not have access to the current time in Santiago.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-last-739,24db646758c4484fead09ab6bb5f0e63e1c57ef21eaa49b6b525d6421e504a49,,synthetic_template_source,What is the last letter of the word buffalo?,The last letter of buffalo is O.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-last-487,9ba65090fd037bf258d9db1bea6818a079dc28144772979b6e3fb0dfdb39c4dd,,synthetic_template_source,What is the last letter of the word sandwich?,The last letter of sandwich is H.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-last-151,d0e1e397ddc78ab5d59c7fcb8b1b307a21c03a516e2a2c89b4f6bb60e39fcb6b,,synthetic_template_source,What is the last letter of the word lagoon?,The last letter of lagoon is N.
candidate_with_provenance,train,factual_explanation,definitions,factual_explanation,category_map,nueronce-synthetic-template-v1,test,def-189,77cd05ca28aee0efd288162863dd5a64890b98e543252b0ae4650ecd93053d89,,synthetic_template_source|resplit_from_original_source,Define perseverance.,Perseverance means persistence in doing something despite difficulty.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02646,3e943fe0b9a46ecf8bc71113b20df165392353960a21e552ad328155ed26bc2c,,,"What protection does Lab Nova-107 require?

Trusted evidence:
[decisive:lab] Lab Nova-107 requires eye protection during chemical handling.
[distractor:0] The west elevator is under inspection.
[distractor:1] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Lab Nova-107 requires eye protection during chemical handling.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_conflict,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04856,e027ba25a7f8ffd324dd40f50daeadd3013a4af181275fed6c6c63c8cce8c7a0,,,"Is Permit T valid on Sunday?

Trusted evidence:
[docA] Permit T is valid on Sunday for case 171.
[docB] Permit T is not valid on Sunday for case 171.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit T is valid on Sunday for case 171."
candidate_with_provenance,train,evidence_uncertainty,uncertainty,uncertainty_abstention,category_map,nueronce-synthetic-template-v1,train,uncertain-18,05e8ec2b131982c6991fb6f07ce452fbd62da1b116fb4ebb9316762e1c5a8039,,synthetic_template_source,What is the weather like in Mumbai right now?,I do not have access to live weather data for Mumbai.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-305,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,,synthetic_template_source,What is the value of 20 - 6 in Python?,The value is 14.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_qualified,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04412,b5f556e2f874f416663ec08c67b5aa3ca3c216b35972f54330b51597a63ff382,,,"Can visitors enter the lab annex?

Trusted evidence:
[docA] Visitors may enter the lab annex with staff escort in case 82.

Response requirements:
Give qualified answer.",Visitors may enter the lab annex only with staff escort in case 82.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-285,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,,synthetic_template_source,What is the value of 19 - 3 in Python?,The value is 16.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-upper-91,939dfc434aaa9453256ca9b375012b1804264111ff9df4949dfc9dc10e22289d,,synthetic_template_source,Convert this word to uppercase: canyon,CANYON.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,capital-213,e5c2a613c1d9dea8cce3f72dd26d0dddae818e80c523a53c1acaeeb5824a7cc9,,synthetic_template_source,Name the capital city of Ghana.,The capital of Ghana is Accra.
candidate_with_provenance,train,evidence_uncertainty,uncertainty,uncertainty_abstention,category_map,nueronce-synthetic-template-v1,train,uncertain-30,66e11e379cb6d404bef74eb03d4b73df5cfeea6732f88c3191bedac22da89fdd,,synthetic_template_source,What is the weather like in Oslo right now?,I do not have access to live weather data for Oslo.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-rev-330,c6be30bf71115ca10c0a56e3c98060836edf28d0929d16c3fa9bdeb2c9abd5bd,,synthetic_template_source,Reverse this word: stairway,yawriats.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-count-149,98a50545e106c6d1eb8d6b5efaddd030bfa0b33f0375ebdfcba9369e59350ce7,,synthetic_template_source,How many letters are in the word lagoon?,The word lagoon has 6 letters.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-161,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,,synthetic_template_source,What is the value of 10 - 4 in Python?,The value is 6.
candidate_with_provenance,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,val,pa-02508,5f0220aaf217f68f211519f6e120a906b877cbd1cafb11a01d759e3d5f9d7e14,,resplit_from_original_source,"What protection does Lab Orion-84 require?

Trusted evidence:
[decisive:lab] Lab Orion-84 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Orion-84 requires eye protection during chemical handling.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02905,12012aaf3f7664d88b0d832e074317aa46db42342430e53c1205e5805bc30dd4,,,"How can researchers access the museum letter archive case 150?

Trusted evidence:
[decisive:museum] The museum letter archive case 150 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Researchers can access the museum letter archive case 150 by appointment only.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,unit-485,b0a380bb7a598c9ca37ed24399bef2820c9c4a330b9aee95fe4e1f72e6190a02,,synthetic_template_source,How many seconds are in a minute?,There are sixty seconds in a minute.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval-184,964fd85bfb6853a5a2d320406ace37766162b0856b017d35eef645bd76b7a2c7,,synthetic_template_source,What does the following code print? print(12 - 2),It prints 10.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03215,f860ecd479f7ebc81c8b741ddfce2b11760b1829c783307cc94f642f35f8af67,,,"When is greenhouse bed 202 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Wednesday for bed 202.
[distractor:0] The cafe serves soup at noon.
[distractor:1] The west elevator is under inspection.
[distractor:2] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Greenhouse bed 202 is watered on Wednesday.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_rejected,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04128,581255938c3c75081654e1bbece9a8ce0e3f165750380e8baf353370ffc03a15,,,"What does the rejected bulletin B prove?

Trusted evidence:
[rejected] This bulletin B for case 25 is not trusted evidence and must not be used.

Response requirements:
Do not use rejected evidence.",The provided trusted evidence does not establish case 25; rejected evidence cannot support the answer.
candidate_with_provenance,train,factual_explanation,definitions,factual_explanation,category_map,nueronce-synthetic-template-v1,train,def-77,cd0414b221a0dc54789e866c7ecbaea60bc69e77d52fbc4d856518a13f3a0912,,synthetic_template_source,Define liberty.,"Liberty means the freedom to act, speak, or think as one wants."
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03949,0d006cd8a61410b464821c49c98842c869645b3f6cf2c4c5aae40221f09713a8,,,"How can researchers access the museum map archive case 324?

Trusted evidence:
[decisive:museum] The museum map archive case 324 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Researchers can access the museum map archive case 324 by appointment only.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02785,12012aaf3f7664d88b0d832e074317aa46db42342430e53c1205e5805bc30dd4,,,"How can researchers access the museum letter archive case 130?

Trusted evidence:
[decisive:museum] The museum letter archive case 130 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Researchers can access the museum letter archive case 130 by appointment only.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-rev-736,daa97ea9dd0f9982ea32b65d7db03e3d688ffd6a18e07b55d9cf080241382e1b,,synthetic_template_source,Reverse this word: buffalo,olaffub.
candidate_with_provenance,train,conversation,multiturn,conversation,category_map,nueronce-synthetic-template-v1,train,multiturn-28,16831fc1b94df81beb525b69d6e405a244fdeae755dc303123e0323c84cd8376,,synthetic_template_source,"Good morning
Assistant: Good morning! How can I help you today?
User: How many days are in a week?",There are seven days in a week.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-259,46c45a3dfa0b5de4a12e6399ce78b98ed449509636c1f7216289a9df09eb6a63,,synthetic_template_source,What is the value of 17 - 4 in Python?,The value is 13.
candidate_with_provenance,train,conversation,procedures,planning_procedures,category_map,nueronce-synthetic-template-v1,train,proc-40,439c86cda7213407961ef80c11f8aa3d1c51b397a8ae17f3160e832124fddc52,,synthetic_template_source,What are the steps to make a sandwich?,1. Take two slices of bread. 2. Add your fillings. 3. Add condiments if desired. 4. Put the slices together. 5. Cut in half if you like.
candidate_with_provenance,train,conversation,refusals,safety_refusal,category_map,nueronce-synthetic-template-v1,val,refuse-7-0,74428fd1eb414be306c6cdcef71d953c5cf549d0f8f0114c987f23f5f2a4673c,,synthetic_template_source|resplit_from_original_source,How can I forge someone's signature?,"I can't help with that because it could cause harm or break the law. If there's a safe or legal version of what you're trying to do, I'm happy to help with that instead."
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-vowels-782,ce1eec8c597ab0484e2fd2f1d9de47ba1558aabbab45adb7a2b17ee3c7cd731f,,synthetic_template_source,How many vowels are in the word gorilla?,The word gorilla has 3 vowels.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-upper-574,6788fed4bbf1b301538d1c94ecc3651c320250dcf00e2b473677ef483eabe871,,synthetic_template_source,Convert this word to uppercase: blueberry,BLUEBERRY.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,capital-45,d36b4e9cb7add2458017f3b308744d4e161fbf1ba97f900f7b30ff47e12d6ce2,,synthetic_template_source,Name the capital city of Brazil.,The capital of Brazil is Brasilia.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,test,instr-count-394,a9e97b3b5fe2b7198ffd998862b51490b0b6095c8daa55c03754d4f64b3aadc6,,synthetic_template_source|resplit_from_original_source,How many letters are in the word camera?,The word camera has 6 letters.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03274,c8e7fe946738c5f8ed1882973ee5d00a9f256aa88c3f88428f710e9023c6331c,,,"Where does Policy M-212 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy M-212 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy M-212 permits bicycle parking only in marked racks.
candidate_with_provenance,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,test,pa-03635,f860ecd479f7ebc81c8b741ddfce2b11760b1829c783307cc94f642f35f8af67,,resplit_from_original_source,"When is greenhouse bed 272 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Wednesday for bed 272.
[distractor:0] The cafe serves soup at noon.
[distractor:1] The west elevator is under inspection.
[distractor:2] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Greenhouse bed 272 is watered on Wednesday.
manual_review,train,conversation,handwritten,manual_review,category_map,nueronce-handwritten-v1,train,hw-0044,2acc662a9a78890848fa57c83679cda4d288116ce7aeed0ece2a5b3e83e566d3,,,Do you understand English?,"Yes, I was trained on English text."
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,val,instr-spell-118,c946d88532b1cc7cf9cdf9639ae582ed8769026a97141a3e2e7f2ce9d529568d,,synthetic_template_source|resplit_from_original_source,Spell the word village.,v i l l a g e.
candidate_with_provenance,train,factual_explanation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-first-374,8ae8d92b01bb7e88b22d1496a8d355fed5afb98ce261b13a8d29996470a1989e,,synthetic_template_source,What is the first letter of the word keyboard?,The first letter of keyboard is K.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,continent-4,0f0a5e0478803623b3a70016f7640e21c4690455a6ffbf6837608060a8e335aa,,synthetic_template_source,What continent is France in?,France is in Europe.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03715,1ff78779da3055fb6a0a1bfa87a16ecb1ad478226253923e957c96f475825805,,,"How can researchers access the museum photo archive case 285?

Trusted evidence:
[decisive:museum] The museum photo archive case 285 opens to researchers by appointment only.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.
[distractor:2] The west elevator is under inspection.

Response requirements:
Use decisive evidence only.",Researchers can access the museum photo archive case 285 by appointment only.
candidate_with_provenance,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,test,pa-02074,c8e7fe946738c5f8ed1882973ee5d00a9f256aa88c3f88428f710e9023c6331c,,resplit_from_original_source,"Where does Policy M-12 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy M-12 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy M-12 permits bicycle parking only in marked racks.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,continent-166,7b23f71b07235e13ccba77052bbff82919e368c30363394cf0e2530c1b4688a2,,synthetic_template_source,What continent is Denmark in?,Denmark is in Europe.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02020,e0cdba0d046147f93c8cf928195bd398ccc50d1060919fe9412fe5d1e90d9601,,,"Where does Policy D-3 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy D-3 permits bicycle parking only in marked racks.

Response requirements:
Use decisive evidence only.",Policy D-3 permits bicycle parking only in marked racks.
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,val,code-eval-336,9c2a43ee54c12399b0a7bb1d5a7ad97d00cde054398d74308ba5a29158cbcd47,,synthetic_template_source|resplit_from_original_source,What does the following code print? print(3 * 3),It prints 9.
candidate_with_provenance,train,evidence_uncertainty,pa_abstain_conflict_conflict,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,val,pa-04706,7a7c186402c7de84ec40a357085ce5af6bd567bc089849a48583d593fee03a83,,resplit_from_original_source,"Is Permit R valid on Sunday?

Trusted evidence:
[docA] Permit R is valid on Sunday for case 141.
[docB] Permit R is not valid on Sunday for case 141.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit R is valid on Sunday for case 141."
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval2-81,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,,synthetic_template_source,What is the value of 6 + 6 in Python?,The value is 12.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,continent-106,33bd415b22d4c26795923193aa0e9c59b8f789753d27d69f045bc72ba264d3ce,,synthetic_template_source,What continent is Poland in?,Poland is in Europe.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-vowels-922,6bee378145a81625b6e4b1cad9b79f2c2267670ec622ecffce96c19a421dcc49,,synthetic_template_source,How many vowels are in the word pilot?,The word pilot has 2 vowels.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_insufficient,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04165,0d9526c50b8faf700449021414daf99aac0707db9b9994a9d41255be81c7d68b,,,"What is the access code for Vault Iris in case 33?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Vault Iris in case 33.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03498,8c90f25810d55594b0236961fd6678908c7e475a0446337ff5d2bde36cb614fe,,,"What protection does Lab Vega-249 require?

Trusted evidence:
[decisive:lab] Lab Vega-249 requires eye protection during chemical handling.
[distractor:0] The west elevator is under inspection.
[distractor:1] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Lab Vega-249 requires eye protection during chemical handling.
candidate_with_provenance,train,factual_explanation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,capital-114,da9a1457c288cd35fa15d530f884ff4d69adaed7374f2c02fff79ad669490b36,,synthetic_template_source,What is the capital of Kenya?,The capital of Kenya is Nairobi.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03342,3e943fe0b9a46ecf8bc71113b20df165392353960a21e552ad328155ed26bc2c,,,"What protection does Lab Nova-223 require?

Trusted evidence:
[decisive:lab] Lab Nova-223 requires eye protection during chemical handling.
[distractor:0] The west elevator is under inspection.
[distractor:1] The river path is closed after storms.

Response requirements:
Use decisive evidence only.",Lab Nova-223 requires eye protection during chemical handling.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-03708,5f0220aaf217f68f211519f6e120a906b877cbd1cafb11a01d759e3d5f9d7e14,,,"What protection does Lab Orion-284 require?

Trusted evidence:
[decisive:lab] Lab Orion-284 requires eye protection during chemical handling.

Response requirements:
Use decisive evidence only.",Lab Orion-284 requires eye protection during chemical handling.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-vowels-187,73d90f918e0056a63c2a1d581fcfd7b6684599c45a46fdffb7d2e9dc6e554fe7,,synthetic_template_source,How many vowels are in the word reef?,The word reef has 2 vowels.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_conflict,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04596,e027ba25a7f8ffd324dd40f50daeadd3013a4af181275fed6c6c63c8cce8c7a0,,,"Is Permit T valid on Sunday?

Trusted evidence:
[docA] Permit T is valid on Sunday for case 119.
[docB] Permit T is not valid on Sunday for case 119.

Response requirements:
State source conflict.","The available sources conflict, so I cannot state confidently whether Permit T is valid on Sunday for case 119."
candidate_with_provenance,train,code_debugging,coding,code_fundamentals,coding_concept_or_definition,nueronce-synthetic-template-v1,train,code-eval-224,964fd85bfb6853a5a2d320406ace37766162b0856b017d35eef645bd76b7a2c7,,synthetic_template_source,What does the following code print? print(15 - 1),It prints 14.
hard_reject,train,causal_temporal,logic,logic_reasoning,category_map,nueronce-synthetic-template-v1,train,syllogism-36,7076447080c8d4f1ca7399326dc8d91336b825c352b0c3058f61bb59735a707f,malformed_article_a_this|malformed_plural_agreement,synthetic_template_source,"If all bicycles are vehicles, and X is a this bicycle, is X a vehicles?","Yes, since all bicycles are vehicles, X is a vehicles."
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,val,instr-upper-651,e7ab8e47d3687c7ee9e888bcd67ffd76f700175c2ab96441df4203bd092edfcf,,synthetic_template_source|resplit_from_original_source,Convert this word to uppercase: raccoon,RACCOON.
candidate_with_provenance,train,conversation,instruction_following,instruction_following,category_map,nueronce-synthetic-template-v1,train,instr-rev-379,d0e379334b607755451929be9fc71e782a43117d812e0b56f2d0a503953a0484,,synthetic_template_source,Reverse this word: monitor,rotinom.
candidate_with_provenance,train,conversation,facts,factual_knowledge,category_map,nueronce-synthetic-template-v1,train,capital-357,c6a4552929fad0d64890d60fe5a88c91312ee68067a2d36270baa787cde2a906,,synthetic_template_source,Name the capital city of Ecuador.,The capital of Ecuador is Quito.
clean_candidate,train,evidence_uncertainty,pa_abstain_conflict_qualified,uncertainty_abstention,category_abstention,nueronce-prompt-aligned-v1,train,pa-04202,528c685566efd33f2cfc89875cd7bc69b1f608feb0892e9808db8ab3db28178e,,,"Can visitors enter the archive?

Trusted evidence:
[docA] Visitors may enter the archive with staff escort in case 40.

Response requirements:
Give qualified answer.",Visitors may enter the archive only with staff escort in case 40.
clean_candidate,train,evidence_uncertainty,pa_grounded_evidence,evidence_grounding,category_map,nueronce-prompt-aligned-v1,train,pa-02957,05e4381aafdd048cdb85e0e0c44412b81fa62d84c97f64570bcb9aa8cd730df5,,,"When is greenhouse bed 159 watered?

Trusted evidence:
[decisive:garden] The greenhouse watering schedule includes Friday for bed 159.
[distractor:0] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Greenhouse bed 159 is watered on Friday.
