split,domain,category,source,record_id,template_id,flags,prompt,response
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-89496,e986634e5f3d55293a5e1af056a8e29e471b190ec5aa193c66b1d89ab1ce71fa,synthetic_template_source|resplit_from_original_source,Calculate 504 / 9.,504 divided by 9 equals 56.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-89574,e986634e5f3d55293a5e1af056a8e29e471b190ec5aa193c66b1d89ab1ce71fa,synthetic_template_source,Calculate 490 / 10.,490 divided by 10 equals 49.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-876,9b49d17246ee9efc3b4a28d77d84de317e469e74426ec25d58c77221ccd25338,synthetic_template_source,Reverse this word: carpenter,retneprac.
train,conversation,facts,nueronce-synthetic-template-v1,capital-164,deafacd011331597c5fddf8fff1f0d76959a0616a885555dac269f113cdca632,synthetic_template_source,Tell me the capital of Denmark.,The capital of Denmark is Copenhagen.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-669,8128342a9e984ed2a3354aec6569d02d12825e7238f4177840f8bca0d9d3c774,synthetic_template_source,What is the last letter of the word penguin?,The last letter of penguin is N.
train,conversation,facts,nueronce-synthetic-template-v1,continent-130,594e7dca1959f6a064961b904e9d52a013072e2b6bb643d34d2087366ef36569,synthetic_template_source,What continent is Peru in?,Peru is in South America.
train,conversation,facts,nueronce-synthetic-template-v1,continent-245,ab9e1913a31d81921a7564605e6593582d69a01a5861952c18c094013be2ad5e,synthetic_template_source,Which continent is South Korea located on?,South Korea is in Asia.
train,conversation,facts,nueronce-synthetic-template-v1,capital-379,e9e0defdc81196220026d2153b2a96e2fadfe8cac50e70810ba92fbe9d391c0a,synthetic_template_source,Which city is the capital of Panama?,The capital of Panama is Panama City.
train,evidence_uncertainty,uncertainty,nueronce-synthetic-template-v1,uncertain-42,cacabe2c2fab25ce9b013c3cb0cd994d4dfb333b428da26c71aeb8104674fc9f,synthetic_template_source|resplit_from_original_source,What is the weather like in Hanoi right now?,I do not have access to live weather data for Hanoi.
train,conversation,facts,nueronce-synthetic-template-v1,continent-251,fa9bcb90c2cc795bbca5354f22e56a7d7d89c7f54e3d1dcca52d880dd46e80c4,synthetic_template_source|resplit_from_original_source,Which continent is Pakistan located on?,Pakistan is in Asia.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-925,9f1ca92c6eb4b7128843a1a04cf7e9396a9b444a336544cd6558114b9a8eb7e8,synthetic_template_source,Reverse this word: astronaut,tuanortsa.
train,conversation,facts,nueronce-synthetic-template-v1,capital-242,32378e68c9588b358ca5eee0c488ff0b17d0ca7e3bdab1125129804e570fa270,synthetic_template_source,Tell me the capital of South Korea.,The capital of South Korea is Seoul.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-698,e42ba36c134cda597515e8b78d17ff24563ef3403d06a090fdc718e2ef96dd7c,synthetic_template_source,How many vowels are in the word seagull?,The word seagull has 3 vowels.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-upper-581,f9d55184c8ee10fd22489335ddbc3cd2545be673827fac7c56a0751195257ac4,synthetic_template_source|resplit_from_original_source,Convert this word to uppercase: raspberry,RASPBERRY.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-177,366de2da57b34aa482a409d66d6622199ccb13d564fc73e1960e068f796473da,synthetic_template_source,Define empathy.,Empathy means the ability to understand and share the feelings of another.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-105,8d1b076a428d87b2f7f2d01326f34f7e8a461fefdcef2bf6e5c3e7bf4778ea60,synthetic_template_source,Define tedious.,"Tedious means too long, slow, or dull."
train,evidence_uncertainty,uncertainty,nueronce-synthetic-template-v1,uncertain-46,a469c98031e53a2d3f35ca5117d4bd29c5f497cf5317ade08e6fa2e3f3a16864,synthetic_template_source,What is the weather like in Jakarta right now?,I do not have access to live weather data for Jakarta.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cond-65,be6b49d13d83855b558ed80754e9940c0f96586274417f7b5913c39457f596ab,synthetic_template_source,Suppose you leave milk out too long. What is the likely result?,"If you leave milk out too long, then it spoils."
train,evidence_uncertainty,uncertainty,nueronce-synthetic-template-v1,uncertain-24,54c599b7702e0cbc27316db3f066a285aecb65c138e2d89dc593b57dbcbb6671,synthetic_template_source,What is the weather like in Rome right now?,I do not have access to live weather data for Rome.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-221,b76e4f37f4dbbd78bc5c34dcd10a29e7c396c63313a237d3ee7ff9873e291f65,synthetic_template_source,What is the last letter of the word bedroom?,The last letter of bedroom is M.
train,causal_temporal,logic,nueronce-synthetic-template-v1,cond-62,4fa2725c7295fc885e0816ac5bbacdbd1c9e4635c3d18795aec70e96f9f174b3,synthetic_template_source,"If you turn off the light, then the room becomes dark. Given that you turn off the light, what happens?","If you turn off the light, then the room becomes dark."
train,planning_tools,facts,nueronce-synthetic-template-v1,planet-465,18738327e464a52fb2ad853163c72e44e9959144388a3a190676f8b19098796c,synthetic_template_source,Which planet is the 8th from the sun?,Neptune is the 8th planet from the sun.
train,factual_explanation,facts,nueronce-synthetic-template-v1,elem-num-392,32f7b33b169e5ea167422382caa1fd36aa7052cd517d038242c2c7ffe9964be5,synthetic_template_source|resplit_from_original_source,What is the atomic number of Hydrogen?,The atomic number of Hydrogen is 1.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-844,7e48eb4144a1de2ace5870037bdfcf9cd738281b59eda08382d9fdd4adb7c40f,synthetic_template_source,What is the last letter of the word musician?,The last letter of musician is N.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-209,4d8b2ce43076da9196b341fcc11a7d57970d81448e07e4f8b7c602eb719e60cb,synthetic_template_source,Define harmony.,Harmony means agreement or concord between people or things.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-202,3886f085fd8f7d067c03d38c9d912706172ed6f4952c91fd5e139b22a1ca70a7,synthetic_template_source,Spell the word waterfall.,w a t e r f a l l.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-614,753823ba470e3e742d9d024fd5012d38567fc98c8c73398c88ba05fa41cfce11,synthetic_template_source,How many vowels are in the word giraffe?,The word giraffe has 3 vowels.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-921,c3a4297e2128a9e2548fcb17bfdb3bf36d072f15a9d43ee8fffd0c010f778b58,synthetic_template_source,What is the last letter of the word pilot?,The last letter of pilot is T.
train,conversation,facts,nueronce-synthetic-template-v1,capital-14,c82fe871c35370d198c37636deb55935df68b3ab5c658ffe27bf49a684fdb1d5,synthetic_template_source,Tell me the capital of Italy.,The capital of Italy is Rome.
train,conversation,procedures,nueronce-synthetic-template-v1,proc-19,46bf7a1dd9f6860e3480ecd3ca92e917b0bbd2eca07cdbb0397240d5b5045754,synthetic_template_source,What are the steps to brush your teeth?,1. Wet the toothbrush. 2. Apply toothpaste. 3. Brush for two minutes. 4. Rinse your mouth. 5. Rinse the toothbrush.
train,conversation,facts,nueronce-synthetic-template-v1,capital-81,b97f69e7d5f15ea61f16d2bc2ff9db8c679824e02f3f600eaba4e1e9dfaf1a24,synthetic_template_source|resplit_from_original_source,Name the capital city of Greece.,The capital of Greece is Athens.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-586,bb3c8dca7efae2914874bff8f273415f29186e6353aa482107b016a2969a592a,synthetic_template_source,How many vowels are in the word raspberry?,The word raspberry has 2 vowels.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-140,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,synthetic_template_source|resplit_from_original_source,What does the following code print? print(11 + 1),It prints 12.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-113,40f3c6765ca2cec2bb5e5a77d60d6fe0d4ce7964ae4c49433822c751a85b6df9,synthetic_template_source,Reverse this word: village,egalliv.
train,conversation,greetings,nueronce-synthetic-template-v1,greet-14,11e290bfa2f71a338d345a3a24531d2967c8eed6eb7a9a1f047dd923765ae730,synthetic_template_source,Hey everyone,Hello! I am ready to help.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-954,c789474968d6e725c84c578f6ea7b57309c1785d112d96690a7380d90994b1ae,synthetic_template_source,How many letters are in the word librarian?,The word librarian has 9 letters.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-89304,e986634e5f3d55293a5e1af056a8e29e471b190ec5aa193c66b1d89ab1ce71fa,synthetic_template_source,Calculate 238 / 7.,238 divided by 7 equals 34.
train,conversation,greetings,nueronce-synthetic-template-v1,greet-27,2c50a605b1e9e142e8eecd14d79b0442e02bf59142e3ddeaf0689e15d6d38eaa,synthetic_template_source,Good evening!,Hey there! How can I help?
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-709,abf85eeeefdf4a6122b91b473c8c6e6e9cf282c4828d40550d817a705522f35c,synthetic_template_source,How many letters are in the word walrus?,The word walrus has 6 letters.
train,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04265,0d9526c50b8faf700449021414daf99aac0707db9b9994a9d41255be81c7d68b,resplit_from_original_source,"What is the access code for Vault Iris in case 53?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Vault Iris in case 53.
train,factual_explanation,facts,nueronce-synthetic-template-v1,capital-240,661ddaf9e5e4d276f387e20f00544a9ef81b86724d1304567bbf911e1758e367,synthetic_template_source|resplit_from_original_source,What is the capital of South Korea?,The capital of South Korea is Seoul.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-636,0dde1b7ad0b69eb23348ce9ce8c38c298d9ffe7ca2bf8d0d79e5ecfcf2e262e5,synthetic_template_source,Spell the word octopus.,o c t o p u s.
train,mathematics,arithmetic,nueronce-synthetic-template-v1,div-89352,e986634e5f3d55293a5e1af056a8e29e471b190ec5aa193c66b1d89ab1ce71fa,synthetic_template_source,Calculate 574 / 7.,574 divided by 7 equals 82.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-41,57b0d50720b7939eb600fb27e4687f849716ee22338bc9f1e3a41908c196c6fd,synthetic_template_source,Define generous.,Generous means willing to give freely.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-first-689,2d574981299bdfccb24deb0c3718cdddf50c0999b4a45c763a303dabe5ae8255,synthetic_template_source,What is the first letter of the word sparrow?,The first letter of sparrow is S.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-230,d66f38a47bcd2f244044b22e4c3ab5da04a4241570adf1166c34407c33e23ac5,synthetic_template_source,Spell the word hallway.,h a l l w a y.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-760,e06066630c6f746b700a5e9b44ec19ca46353ab8824394fe6de1dc6df5748228,synthetic_template_source,What is the last letter of the word leopard?,The last letter of leopard is D.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-412,9c2a43ee54c12399b0a7bb1d5a7ad97d00cde054398d74308ba5a29158cbcd47,synthetic_template_source,What does the following code print? print(9 * 5),It prints 45.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-393,37e642b12acc6917295661dc8d6073696de037ab69c887073061ed072f5c6e46,synthetic_template_source,Reverse this word: camera,aremac.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-96,d7830b4ea1501aaca90b52fe3deb907ea1c6b6102e4d3c138194fbeac28ffe3e,synthetic_template_source,What does meticulous mean?,Meticulous means showing great attention to detail.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-334,9c2a43ee54c12399b0a7bb1d5a7ad97d00cde054398d74308ba5a29158cbcd47,synthetic_template_source|resplit_from_original_source,What does the following code print? print(3 * 2),It prints 6.
train,conversation,greetings,nueronce-synthetic-template-v1,greet-small-5,073ea3a46a5dfbb062181c6a1abbc42641854437aa2d43282217857cd8d400d8,synthetic_template_source,Sorry to bother you,"No bother at all, I am here to help."
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval2-119,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,code_definition_not_debugging|synthetic_template_source,What is the value of 9 + 4 in Python?,The value is 13.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-85,84dd76c480153288a5ecb8cc4409cfde067572c6293adbe6ed9cdd2326c5086b,synthetic_template_source,Define frugal.,Frugal means careful and economical with money or resources.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-152,f5b9d525c206d10005ebc166fa58e1dfd05132c30e16f9f4ce91b928764a771c,synthetic_template_source,How many vowels are in the word lagoon?,The word lagoon has 3 vowels.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-173,728c170c50bc447c7cd0b3fa692118360064b6707376a06b2299a92e7dc33314,synthetic_template_source|resplit_from_original_source,Define efficient.,Efficient means achieving maximum productivity with minimum wasted effort.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-first-437,0a7e9ee36feae152a09dec9ab711e198416827b06da5a6144ee0490995891a28,synthetic_template_source,What is the first letter of the word ladder?,The first letter of ladder is L.
train,conversation,facts,nueronce-synthetic-template-v1,capital-56,1aa756c562d5aa0fa0b0d0bdead7e14b04e01e87e9934c45fd35ee74c44605d0,synthetic_template_source,Tell me the capital of China.,The capital of China is Beijing.
train,conversation,facts,nueronce-synthetic-template-v1,continent-28,6e671ef8bc0ae3ed9536fd535cc6c5975cf91c8fe4570a15b19b8bf62ac41a0e,synthetic_template_source,What continent is Spain in?,Spain is in Europe.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval2-5,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,code_definition_not_debugging|synthetic_template_source,What is the value of 1 + 3 in Python?,The value is 4.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval-128,b1ffe2544092a0c744a8761046df94702bf0932012a085c78c5e4a9521e8c730,synthetic_template_source,What does the following code print? print(10 + 2),It prints 12.
train,causal_temporal,logic,nueronce-synthetic-template-v1,syllogism-42,c490197491900b0daa59c922dbff22ed366f6cc1ad9d199fc265e4fb91c982fc,malformed_article_a_this|malformed_plural_agreement|synthetic_template_source,"If all sonnets are poems, and X is a this sonnet, is X a poems?","Yes, since all sonnets are poems, X is a poems."
train,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-exclaim-74,4564da8f54e5fffbf92727bb6e18a1f724bfbda8b48bc3f77c3dc820b6cc4af8,synthetic_template_source,Add emphasis to this sentence: We should probably talk about this later.,We should probably talk about this later!
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval2-145,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,code_definition_not_debugging|synthetic_template_source,What is the value of 11 + 3 in Python?,The value is 14.
train,conversation,greetings,nueronce-synthetic-template-v1,greet-close-Bye-0,145468ce08f1824f50fe142648ffeca89e592d3839cc452830695053fdefdf3f,synthetic_template_source|resplit_from_original_source,Bye,Goodbye! Have a great day.
train,conversation,facts,nueronce-synthetic-template-v1,capital-200,20aa55f9e96ff900c73e1ae9b816a94fe62fd5e90552f1a6e64bb8272fb541cb,synthetic_template_source,Tell me the capital of South Africa.,The capital of South Africa is Pretoria.
train,conversation,facts,nueronce-synthetic-template-v1,continent-335,939ff496894cfcafe256e70f6a3a1beec8ae71fdeab01ca42e87806ec8894fab,synthetic_template_source,Which continent is Iceland located on?,Iceland is in Europe.
train,mathematics,instruction_following,nueronce-synthetic-template-v1,instr-table-1033,c347c4bd73566d56a5206fcb32a41b5b4baf133e9f1aee3a8369908f698ff20b,synthetic_template_source|resplit_from_original_source,List the first five multiples of 2.,"2x1=2, 2x2=4, 2x3=6, 2x4=8, 2x5=10."
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-979,226f4349904d86f1f545cef11efe1ca8e639ba1abb3ae4d5b2823d7af0a6dfe5,synthetic_template_source|resplit_from_original_source,Spell the word translator.,t r a n s l a t o r.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-upper-882,9dcaa60e54529af98b3cf00f4296bcb67e21c9f874e8f5272f800a0c2c1ded1d,synthetic_template_source,Convert this word to uppercase: plumber,PLUMBER.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-last-116,80e25a6b83dc8b2ebd618be56767628a9b6a26fa88b6048442bcac2d2eaa9881,synthetic_template_source,What is the last letter of the word village?,The last letter of village is E.
train,code_debugging,coding,nueronce-synthetic-template-v1,code-eval2-137,07cc194d12093e97c9166f81c40c951810603c1d1eefa034112e448e282c8386,code_definition_not_debugging|synthetic_template_source,What is the value of 10 + 6 in Python?,The value is 16.
train,evidence_uncertainty,uncertainty,nueronce-synthetic-template-v1,uncertain-61,7ada5068fc35da79dbe40e1c728fd62418f45ac9fdf8b431e085bbb59ad194e7,synthetic_template_source,What time is it in Helsinki?,I do not have access to the current time in Helsinki.
train,evidence_uncertainty,pa_abstain_conflict_insufficient,nueronce-prompt-aligned-v1,pa-04240,ef62576f526c8876dd4bb07eb4f9eab8e5dc7457909ac92015b7724c4eb9b51c,resplit_from_original_source,"What is the access code for Room Delta in case 48?

Response requirements:
Abstain if missing.",The provided evidence does not establish the access code for Room Delta in case 48.
train,planning_tools,facts,nueronce-synthetic-template-v1,planet-453,a8362bbc907e9d8cb6b7f4a321993709ac31f74d0eb3792ab41747fa2fe8a5fd,synthetic_template_source|resplit_from_original_source,Which planet is the 2nd from the sun?,Venus is the 2nd planet from the sun.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-155,2a446574bbad755e286288480e22c4c6d2ef1058a05bfce4e4b952251465c92a,synthetic_template_source,Reverse this word: cottage,egattoc.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-929,a5456efc6e76eb449aa303e21f4c48ff74694896d56b78553719fa5b2e9dd733,synthetic_template_source,How many vowels are in the word astronaut?,The word astronaut has 4 vowels.
train,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-simple-7,5789f7ca9e263e2d61ae18bfaebc8a064f91096f1d51a8ea14c911e3745087c7,synthetic_template_source,Simplify this sentence: This is a really big problem.,In simple terms: This is a really big problem.
train,factual_explanation,instruction_following,nueronce-synthetic-template-v1,instr-first-661,5f35960992c235b979a81f998fb092d35ca2b4c1623b2aba06b3cadc1f8c3edf,synthetic_template_source,What is the first letter of the word hedgehog?,The first letter of hedgehog is H.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-upper-133,79c591105ce67b25fbf0ac639217118fdefa72f77210709ff76050b06cac53d1,synthetic_template_source,Convert this word to uppercase: volcano,VOLCANO.
train,factual_explanation,facts,nueronce-synthetic-template-v1,capital-354,3f6fbf85e4d452986fd09f134d12c4fc03d49db4ec29021652446d5bd5f1f681,synthetic_template_source,What is the capital of Ecuador?,The capital of Ecuador is Quito.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-953,5964a7d8731397f91b82182ba65b4f71c1fb22c3d71e164e6b8438b7930ca2fa,synthetic_template_source,Reverse this word: librarian,nairarbil.
train,causal_temporal,logic,nueronce-synthetic-template-v1,syllogism-28,b44f2cb83aa11382a1bcf02cd4f29669c790a01faeb2b731538bf5c860d19f8f,malformed_article_a_this|malformed_plural_agreement|synthetic_template_source|resplit_from_original_source,"If all oranges are fruits, and X is a this orange, is X a fruits?","Yes, since all oranges are fruits, X is a fruits."
train,conversation,facts,nueronce-synthetic-template-v1,capital-145,e33994debee33f771ae26826041d33c31fb48f31e15c55f41be08635b53415d1,synthetic_template_source,Which city is the capital of Vietnam?,The capital of Vietnam is Hanoi.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-204,35e4d93c582d12e4b016b997c0b44b928f5720b5c0551d38256ad6d1e5d802ec,synthetic_template_source,Reverse this word: cave,evac.
train,evidence_uncertainty,pa_grounded_evidence,nueronce-prompt-aligned-v1,pa-03814,47b8f87198d9be4dd980ab3fc2319e30d12bdea98585666ab1566a1e2513b8ba,resplit_from_original_source,"Where does Policy C-302 permit bicycle parking?

Trusted evidence:
[decisive:policy] Policy C-302 permits bicycle parking only in marked racks.
[distractor:0] The river path is closed after storms.
[distractor:1] The cafe serves soup at noon.

Response requirements:
Use decisive evidence only.",Policy C-302 permits bicycle parking only in marked racks.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-617,0ec12118632445be1599c81a9b48e744cbdc0ab8772131e4f7f82d84e0fa52b3,synthetic_template_source,Reverse this word: kangaroo,ooragnak.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-673,a97e315880f6ade18a3611fa8082f1fe584572586c110b3d19606925999fc205,synthetic_template_source,Reverse this word: flamingo,ognimalf.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-71,a08b7796471671f594333132b4ae3588acf39d8e85906eea17bd00345baa99c6,synthetic_template_source,What is the meaning of the word wisdom?,Wisdom means the quality of having experience and good judgment.
train,conversation,facts,nueronce-synthetic-template-v1,capital-373,6bac817a7f60619ce4ee73c6e580eaadf076f6103aae83eb276fd59b157c96bd,synthetic_template_source,Which city is the capital of Jamaica?,The capital of Jamaica is Kingston.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-64,20ced4c21553dcc3c23872cfd0ce4379ddaacee4b445969dad4c37cd65b5b3d9,synthetic_template_source,What does humble mean?,Humble means having a modest view of one's own importance.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-rev-575,9838034faa61969ae5fe7654496024b48f056bc253994ebfbad170c40ec20cba,synthetic_template_source,Reverse this word: blueberry,yrrebeulb.
train,conversation,summarization,nueronce-synthetic-template-v1,summary-25,be3353176ead076a95a2eb848c3bb4066fcb5feded6a73629fca5d3e7615535b,synthetic_template_source,Give a short summary of the following: The city council approved funding for a new park. Construction is expected to begin early next year.,"The city approved a new park, with construction starting next year."
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-11,4cf10935cf661fb00ddfbbe5f313d94d8f5e59333472c40c8a26ad587ac57448,synthetic_template_source,What is the meaning of the word quick?,Quick means moving fast or doing something in a short time.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-52,a1ea681a23eed70e4a487f9656f64646ee726e7c8181d58298c2c99f391abd6c,synthetic_template_source,What does vast mean?,Vast means extremely large in area or size.
train,conversation,facts,nueronce-synthetic-template-v1,capital-229,ed1c087d50e1dc110bdebe1a884e33de57ac196663e93415498bdca966814df0,synthetic_template_source,Which city is the capital of Malaysia?,The capital of Malaysia is Kuala Lumpur.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-vowels-180,cd0b9203a60668a6958b7e31208f7678834131c385b03b91b2616b18561942db,synthetic_template_source,How many vowels are in the word plateau?,The word plateau has 4 vowels.
train,conversation,procedures,nueronce-synthetic-template-v1,proc-6,bba48f7fe455b8453e703bdf81160f682718a2cf58a0f47bd096dd40c1123d42,synthetic_template_source,How do I wash your hands?,1. Wet your hands with water. 2. Apply soap. 3. Rub your hands together for 20 seconds. 4. Rinse off the soap. 5. Dry your hands with a towel.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-573,3432f523d127e1728bb4843dc7c11a161832701cfc53b6ab44122a0ddf81df6e,synthetic_template_source,Spell the word coconut.,c o c o n u t.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-664,48ce36bfa6583f68a2e0f4605624c53a895ba422800d3e18e56021c53adeabe9,synthetic_template_source,Spell the word hedgehog.,h e d g e h o g.
train,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-question-88,ac1ea8ca415f0240da53a0d5d1c5b91618771ed337fe74b1b6ec892ca345b4a0,synthetic_template_source,Turn this sentence into a question: I think we are almost done here.,I think we are almost done here?
train,factual_explanation,multiturn,nueronce-synthetic-template-v1,multiturn3-90,ec6f80119c7eb55a4d091ee7a86be80806704af237066f08997c2e7a011dc269,synthetic_template_source,"Hi there
Assistant: Hi! What can I do for you?
User: What is the capital of France?
Assistant: The capital of France is Paris.
User: What about five times five?",Five times five equals twenty five.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-48,5208a91f22007b15a100de31fadc3001b8b64de3cf00b7231e9d27ac8a735de3,synthetic_template_source,What does silent mean?,Silent means making or accompanied by no sound.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-count-100,c5d77f785ef99a76251baba478051a389ae8ccb7f1e1d052767f95e3947609df,synthetic_template_source,How many letters are in the word bridge?,The word bridge has 6 letters.
train,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-question-8,ec0e19d9ccda46d1f1951f58c340c1063958f69f68dca38b71492dca1e86bc1b,synthetic_template_source,Turn this sentence into a question: This is a really big problem.,This is a really big problem?
train,conversation,procedures,nueronce-synthetic-template-v1,proc-0,02de543569b989ed3c330d03cad775370839b354d23a69cb8fb02e1ed8dd61a2,synthetic_template_source,How do I make a cup of tea?,1. Boil water. 2. Add a tea bag to a cup. 3. Pour hot water over the tea bag. 4. Let it steep for a few minutes. 5. Remove the tea bag and enjoy.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-spell-825,19a3933c0c8907545c830a584b32b94603289788ff52f28fd6fc06a736b95c03,synthetic_template_source,Spell the word chipmunk.,c h i p m u n k.
train,conversation,instruction_following,nueronce-synthetic-template-v1,instr-upper-567,d0c5f38c4589d135e721641f6e1dea4087270ee569bb63f3e3534c3c3719d234,synthetic_template_source,Convert this word to uppercase: coconut,COCONUT.
train,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-simple-22,46a4294ad0334224d5af2e10e7f27a58a2a8926fe4beeae21a1fd67570f379bb,synthetic_template_source,Simplify this sentence: We need to fix this issue soon.,In simple terms: We need to fix this issue soon.
train,conversation,greetings,nueronce-synthetic-template-v1,greet-36,d639ff7acdb653a46b107fa6bc978b07aedc392facc84d6b2c4795dfc9128639,synthetic_template_source|resplit_from_original_source,Howdy there,Hi! What can I do for you?
train,conversation,facts,nueronce-synthetic-template-v1,capital-69,a49e5247c9acbe96494814fc438eaf62015476b517f290531b0fee6549e86835,synthetic_template_source,Name the capital city of Australia.,The capital of Australia is Canberra.
train,conversation,rewriting,nueronce-synthetic-template-v1,rewrite-exclaim-129,bb25471c9f7c881d288c308b6a882362b3fcd7f3f8ad75b7f77d7ed4432bf33f,synthetic_template_source,Add emphasis to this sentence: This idea needs a little more thought.,This idea needs a little more thought!
train,factual_explanation,facts,nueronce-synthetic-template-v1,capital-102,c216fa25284de07a08ab97d9eaabb73891a4f7d8b53acb3833929c104726dd69,synthetic_template_source|resplit_from_original_source,What is the capital of Poland?,The capital of Poland is Warsaw.
train,conversation,facts,nueronce-synthetic-template-v1,continent-23,40ccf78c7fb4e83e4b1a5b3197151d99dc62a6d39b132256fd7140ffda780185,synthetic_template_source,Which continent is Germany located on?,Germany is in Europe.
train,planning_tools,rewriting,nueronce-synthetic-template-v1,rewrite-short-31,ade1f8d02662e060d1ac81dee82473eb25ba5adf40031d66e70f523759d3b647,synthetic_template_source,Make this sentence shorter: I am not sure about this plan.,I am not sure about this plan.
train,factual_explanation,facts,nueronce-synthetic-template-v1,elem-sym-399,5c4c1a74b5501e40d8f655cadc4240ba56040abdc09bb4f3417e35ddbb7c8b25,synthetic_template_source,What is the chemical symbol for Nitrogen?,The chemical symbol for Nitrogen is N.
train,factual_explanation,definitions,nueronce-synthetic-template-v1,def-133,5ebd43741efbb5bb252ea27eb374595bed5ac0cee78d1ca415a917ae7da6dbc0,synthetic_template_source,Define intricate.,Intricate means very complicated or detailed.
train,planning_tools,logic,nueronce-synthetic-template-v1,cond-61,9d5411c9308eb866609527e453a890fa485240abe77b483952fe2725d8f87fc7,synthetic_template_source,Suppose a plant gets no water. What is the likely result?,"If a plant gets no water, then it wilts."
